spot_key;curve_set;valid_at;source_model;wind_speed_10m_kn;wind_gusts_10m_kn;wind_direction_10m_deg;temperature_2m_c;precipitation_mm;cloud_cover_max_pct
loire_sur_rhone;ICONIFS;2026-08-25T01:00;ICONCH2;10.90;20.40;190.0;24.7;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-25T02:00;ICONCH2;15.90;30.10;172.0;23.4;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-25T03:00;ICONCH2;14.00;32.10;171.0;22.2;0.00;14.0
loire_sur_rhone;ICONIFS;2026-08-25T04:00;ICONCH2;14.80;29.90;170.0;22.0;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-25T05:00;ICONCH2;11.00;28.00;163.0;22.0;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-25T06:00;ICONCH2;11.20;22.20;173.0;21.8;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-25T07:00;ICONCH2;5.30;21.00;190.0;21.6;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-25T08:00;ICONCH2;3.10;10.10;187.0;22.0;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-25T09:00;ICONCH2;4.50;8.90;190.0;23.4;0.00;28.0
loire_sur_rhone;ICONIFS;2026-08-25T10:00;ICONCH2;7.20;14.00;186.0;24.9;0.00;12.0
loire_sur_rhone;ICONIFS;2026-08-25T11:00;ICONCH2;9.70;18.70;183.0;27.0;0.00;53.0
loire_sur_rhone;ICONIFS;2026-08-25T12:00;ICONCH2;10.10;19.40;176.0;28.6;0.00;80.0
loire_sur_rhone;ICONIFS;2026-08-25T13:00;ICONCH2;11.10;21.80;170.0;29.6;0.00;51.0
loire_sur_rhone;ICONIFS;2026-08-25T14:00;ICONCH2;12.20;23.50;171.0;30.8;0.00;6.0
loire_sur_rhone;ICONIFS;2026-08-25T15:00;ICONCH2;12.80;24.70;162.0;31.7;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-25T16:00;ICONCH2;13.20;25.90;172.0;32.1;0.00;58.0
loire_sur_rhone;ICONIFS;2026-08-25T17:00;ICONCH2;12.10;25.10;165.0;31.5;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-25T18:00;ICONCH2;12.30;24.10;174.0;31.4;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-25T19:00;ICONCH2;8.40;23.50;181.0;30.6;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-25T20:00;ICONCH2;5.00;15.60;196.0;29.7;0.00;99.0
loire_sur_rhone;ICONIFS;2026-08-25T21:00;ICONCH2;4.90;10.50;196.0;28.0;0.00;89.0
loire_sur_rhone;ICONIFS;2026-08-25T22:00;ICONCH2;2.00;9.10;191.0;26.9;0.00;44.0
loire_sur_rhone;ICONIFS;2026-08-25T23:00;ICONCH2;2.10;3.90;236.0;24.2;0.00;46.0
loire_sur_rhone;ICONIFS;2026-08-26T00:00;ICON13KM;8.90;16.90;179.0;22.1;0.00;24.0
loire_sur_rhone;ICONIFS;2026-08-26T01:00;ICON13KM;7.80;15.20;183.0;22.0;0.00;32.0
loire_sur_rhone;ICONIFS;2026-08-26T02:00;ICON13KM;6.60;13.40;185.0;21.8;0.00;40.0
loire_sur_rhone;ICONIFS;2026-08-26T03:00;ICON13KM;5.50;11.30;184.0;21.5;0.00;41.0
loire_sur_rhone;ICONIFS;2026-08-26T04:00;ICON13KM;4.10;9.10;180.0;21.2;0.00;43.0
loire_sur_rhone;ICONIFS;2026-08-26T05:00;ICON13KM;2.90;7.00;172.0;20.9;0.00;44.0
loire_sur_rhone;ICONIFS;2026-08-26T06:00;ICON13KM;2.00;5.10;169.0;20.6;0.00;48.0
loire_sur_rhone;ICONIFS;2026-08-26T07:00;ICON13KM;1.00;3.10;158.0;20.2;0.00;51.0
loire_sur_rhone;ICONIFS;2026-08-26T08:00;ICON13KM;0.50;1.90;135.0;20.0;0.00;55.0
loire_sur_rhone;ICONIFS;2026-08-26T09:00;ICON13KM;3.40;6.60;156.0;21.1;0.00;45.0
loire_sur_rhone;ICONIFS;2026-08-26T10:00;ICON13KM;5.00;9.50;169.0;23.7;0.00;39.0
loire_sur_rhone;ICONIFS;2026-08-26T11:00;ICON13KM;6.60;12.20;175.0;26.1;0.00;34.0
loire_sur_rhone;ICONIFS;2026-08-26T12:00;ICON13KM;8.00;14.60;179.0;27.9;0.00;24.0
loire_sur_rhone;ICONIFS;2026-08-26T13:00;ICON13KM;9.10;16.70;180.0;29.6;0.00;15.0
loire_sur_rhone;ICONIFS;2026-08-26T14:00;ICON13KM;10.30;19.00;182.0;30.8;0.00;5.0
loire_sur_rhone;ICONIFS;2026-08-26T15:00;ICON13KM;11.90;22.00;185.0;31.6;0.00;3.0
loire_sur_rhone;ICONIFS;2026-08-26T16:00;ICON13KM;13.50;24.90;187.0;32.0;0.00;2.0
loire_sur_rhone;ICONIFS;2026-08-26T17:00;ICON13KM;14.90;27.40;188.0;31.9;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-26T18:00;ICON13KM;15.90;29.40;188.0;31.2;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-26T19:00;ICON13KM;16.50;30.90;188.0;29.9;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-26T20:00;ICON13KM;16.90;31.50;187.0;28.6;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-26T21:00;ICON13KM;16.60;30.90;186.0;27.3;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-26T22:00;ICON13KM;16.00;29.50;184.0;25.9;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-26T23:00;ICON13KM;15.60;28.40;182.0;24.7;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-27T00:00;ICON13KM;15.40;28.00;179.0;23.8;0.00;33.0
loire_sur_rhone;ICONIFS;2026-08-27T01:00;ICON13KM;15.20;28.00;176.0;23.2;0.00;67.0
loire_sur_rhone;ICONIFS;2026-08-27T02:00;ICON13KM;15.00;27.80;174.0;22.7;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T03:00;ICON13KM;14.50;27.20;173.0;22.4;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T04:00;ICON13KM;13.90;26.20;173.0;22.4;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T05:00;ICON13KM;13.70;25.90;173.0;22.5;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T06:00;ICON13KM;14.00;26.40;176.0;23.0;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T07:00;ICON13KM;14.80;27.20;179.0;23.6;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T08:00;ICON13KM;15.00;27.20;180.0;23.7;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T09:00;ICON13KM;13.60;25.10;178.0;22.6;3.70;100.0
loire_sur_rhone;ICONIFS;2026-08-27T10:00;ICON13KM;12.00;22.00;172.0;20.9;3.70;100.0
loire_sur_rhone;ICONIFS;2026-08-27T11:00;ICON13KM;10.80;19.80;167.0;20.0;3.70;100.0
loire_sur_rhone;ICONIFS;2026-08-27T12:00;ICON13KM;10.70;19.40;168.0;20.7;4.50;100.0
loire_sur_rhone;ICONIFS;2026-08-27T13:00;ICON13KM;11.20;20.00;172.0;22.1;4.50;100.0
loire_sur_rhone;ICONIFS;2026-08-27T14:00;ICON13KM;11.90;21.40;174.0;23.1;4.50;100.0
loire_sur_rhone;ICONIFS;2026-08-27T15:00;ICON13KM;12.90;23.70;174.0;23.3;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T16:00;ICON13KM;14.10;26.80;173.0;23.2;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T17:00;ICON13KM;14.70;28.60;173.0;22.9;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T18:00;ICON13KM;14.20;28.00;176.0;22.6;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T19:00;ICON13KM;13.40;26.20;180.0;22.1;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T20:00;ICON13KM;12.50;24.50;184.0;21.7;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T21:00;ICON13KM;11.50;23.10;187.0;21.4;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T22:00;ICON13KM;10.40;21.80;189.0;21.1;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-27T23:00;ICON13KM;8.90;20.00;191.0;20.9;0.00;100.0
loire_sur_rhone;ICONIFS;2026-08-28T00:00;ICON13KM;6.30;17.30;196.0;20.6;4.50;100.0
loire_sur_rhone;ICONIFS;2026-08-28T01:00;ICON13KM;3.50;14.20;214.0;20.4;4.50;100.0
loire_sur_rhone;ICONIFS;2026-08-28T02:00;ICON13KM;2.00;12.10;264.0;20.0;4.50;100.0
loire_sur_rhone;ICONIFS;2026-08-28T03:00;ICON13KM;2.70;12.20;300.0;19.4;8.40;100.0
loire_sur_rhone;ICONIFS;2026-08-28T04:00;ICON13KM;3.40;13.20;313.0;18.6;8.40;100.0
loire_sur_rhone;ICONIFS;2026-08-28T05:00;ICON13KM;3.90;13.40;319.0;18.0;8.40;100.0
loire_sur_rhone;ICONIFS;2026-08-28T06:00;ICON13KM;3.20;10.90;335.0;17.7;2.70;100.0
loire_sur_rhone;ICONIFS;2026-08-28T07:00;ICON13KM;2.50;7.40;360.0;17.5;2.70;99.0
loire_sur_rhone;ICONIFS;2026-08-28T08:00;ICON13KM;2.50;5.60;18.0;17.5;2.70;99.0
loire_sur_rhone;ICONIFS;2026-08-28T09:00;ICON13KM;3.10;7.80;356.0;17.7;3.60;99.0
loire_sur_rhone;ICONIFS;2026-08-28T10:00;ICON13KM;4.60;11.70;332.0;18.0;3.60;100.0
loire_sur_rhone;ICONIFS;2026-08-28T11:00;ICON13KM;5.50;14.80;321.0;18.5;3.60;100.0
loire_sur_rhone;ICONIFS;2026-08-28T12:00;ICON13KM;4.70;15.70;305.0;19.3;0.30;100.0
loire_sur_rhone;ICONIFS;2026-08-28T13:00;ICON13KM;3.90;15.90;273.0;20.1;0.30;100.0
loire_sur_rhone;ICONIFS;2026-08-28T14:00;ICON13KM;4.30;15.90;246.0;20.8;0.30;100.0
loire_sur_rhone;ICONIFS;2026-08-28T15:00;IFS;1.70;11.10;13.0;23.1;0.00;95.0
loire_sur_rhone;ICONIFS;2026-08-28T16:00;IFS;1.40;11.70;12.0;22.9;0.00;88.0
loire_sur_rhone;ICONIFS;2026-08-28T17:00;IFS;1.10;12.40;10.0;22.4;0.00;78.0
loire_sur_rhone;ICONIFS;2026-08-28T18:00;IFS;0.70;12.80;360.0;21.7;0.00;68.0
loire_sur_rhone;ICONIFS;2026-08-28T19:00;IFS;0.30;13.00;342.0;20.9;0.00;61.0
loire_sur_rhone;ICONIFS;2026-08-28T20:00;IFS;0.20;12.60;270.0;20.3;0.00;59.0
loire_sur_rhone;ICONIFS;2026-08-28T21:00;IFS;0.40;11.70;236.0;19.6;0.00;62.0
loire_sur_rhone;ICONIFS;2026-08-28T22:00;IFS;0.40;10.10;225.0;18.8;0.00;70.0
loire_sur_rhone;ICONIFS;2026-08-28T23:00;IFS;0.50;8.20;225.0;17.9;0.00;81.0
loire_sur_rhone;ICONIFS;2026-08-29T00:00;IFS;0.70;6.20;225.0;17.1;0.00;91.0
loire_sur_rhone;ICONIFS;2026-08-29T01:00;IFS;0.80;4.70;225.0;16.3;0.00;98.0
loire_sur_rhone;ICONIFS;2026-08-29T02:00;IFS;1.00;3.70;229.0;15.7;0.00;98.0
loire_sur_rhone;ICONIFS;2026-08-29T03:00;IFS;1.40;3.50;231.0;15.1;0.00;91.0
loire_sur_rhone;ICONIFS;2026-08-29T04:00;IFS;1.90;3.90;231.0;14.5;0.00;78.0
loire_sur_rhone;ICONIFS;2026-08-29T05:00;IFS;2.40;4.50;233.0;13.9;0.00;63.0
loire_sur_rhone;ICONIFS;2026-08-29T06:00;IFS;2.90;5.20;236.0;13.6;0.00;47.0
loire_sur_rhone;ICONIFS;2026-08-29T07:00;IFS;3.30;6.20;238.0;13.6;0.00;33.0
loire_sur_rhone;ICONIFS;2026-08-29T08:00;IFS;3.50;6.80;240.0;14.0;0.00;26.0
loire_sur_rhone;ICONIFS;2026-08-29T09:00;IFS;3.50;7.40;246.0;15.2;0.10;31.0
loire_sur_rhone;ICONIFS;2026-08-29T10:00;IFS;3.40;7.80;254.0;17.0;0.10;37.0
loire_sur_rhone;ICONIFS;2026-08-29T11:00;IFS;3.40;8.20;263.0;19.1;0.10;44.0
loire_sur_rhone;ICONIFS;2026-08-29T12:00;IFS;3.40;8.70;275.0;21.3;0.10;49.0
loire_sur_rhone;ICONIFS;2026-08-29T13:00;IFS;3.10;9.30;284.0;23.0;0.10;53.0
loire_sur_rhone;ICONIFS;2026-08-29T14:00;IFS;2.70;9.90;294.0;24.1;0.10;55.0
loire_sur_rhone;ICONIFS;2026-08-29T15:00;IFS;1.60;10.90;315.0;24.5;0.10;63.0
loire_sur_rhone;ICONIFS;2026-08-29T16:00;IFS;1.10;11.90;31.0;24.3;0.10;73.0
loire_sur_rhone;ICONIFS;2026-08-29T17:00;IFS;2.80;13.20;74.0;23.8;0.10;84.0
loire_sur_rhone;ICONIFS;2026-08-29T18:00;IFS;4.60;14.20;84.0;23.1;0.10;93.0
loire_sur_rhone;ICONIFS;2026-08-29T19:00;IFS;6.10;15.20;87.0;22.3;0.10;99.0
loire_sur_rhone;ICONIFS;2026-08-29T20:00;IFS;6.70;15.60;88.0;21.6;0.10;99.0
loire_sur_rhone;ICONIFS;2026-08-29T21:00;IFS;6.30;15.60;88.0;20.9;0.00;93.0
loire_sur_rhone;ICONIFS;2026-08-29T22:00;IFS;5.00;15.20;87.0;20.0;0.00;78.0
loire_sur_rhone;ICONIFS;2026-08-29T23:00;IFS;3.30;14.60;83.0;19.1;0.00;60.0
loire_sur_rhone;ICONIFS;2026-08-30T00:00;IFS;1.40;14.00;70.0;18.1;0.00;42.0
loire_sur_rhone;ICONIFS;2026-08-30T01:00;IFS;0.60;13.00;342.0;17.3;0.00;26.0
loire_sur_rhone;ICONIFS;2026-08-30T02:00;IFS;1.40;12.10;295.0;16.6;0.00;14.0
loire_sur_rhone;ICONIFS;2026-08-30T03:00;IFS;1.80;10.70;289.0;15.9;0.00;13.0
loire_sur_rhone;ICONIFS;2026-08-30T04:00;IFS;1.80;9.10;286.0;15.2;0.00;11.0
loire_sur_rhone;ICONIFS;2026-08-30T05:00;IFS;1.70;7.40;283.0;14.5;0.00;8.0
loire_sur_rhone;ICONIFS;2026-08-30T06:00;IFS;1.40;5.60;278.0;14.1;0.00;5.0
loire_sur_rhone;ICONIFS;2026-08-30T07:00;IFS;1.10;4.50;275.0;13.9;0.00;2.0
loire_sur_rhone;ICONIFS;2026-08-30T08:00;IFS;0.80;3.90;277.0;14.3;0.00;0.0
loire_sur_rhone;ICONIFS;2026-08-30T09:00;IFS;0.50;4.30;281.0;15.3;0.00;2.0
loire_sur_rhone;ICONIFS;2026-08-30T10:00;IFS;0.10;5.40;360.0;17.0;0.00;4.0
loire_sur_rhone;ICONIFS;2026-08-30T11:00;IFS;0.40;7.00;63.0;19.1;0.00;7.0
loire_sur_rhone;ICONIFS;2026-08-30T12:00;IFS;0.90;8.70;77.0;21.1;0.00;9.0
loire_sur_rhone;ICONIFS;2026-08-30T13:00;IFS;1.30;10.10;77.0;22.9;0.00;12.0
loire_sur_rhone;ICONIFS;2026-08-30T14:00;IFS;1.60;11.10;76.0;24.0;0.00;13.0
loire_sur_rhone;ICONIFS;2026-08-30T15:00;IFS;1.80;11.50;71.0;24.4;0.00;12.0
loire_sur_rhone;ICONIFS;2026-08-30T16:00;IFS;1.90;11.70;66.0;24.4;0.00;11.0
loire_sur_rhone;ICONIFS;2026-08-30T17:00;IFS;2.00;11.70;61.0;24.2;0.00;8.0
loire_sur_rhone;ICONIFS;2026-08-30T18:00;IFS;2.00;11.50;55.0;23.7;0.00;6.0
loire_sur_rhone;ICONIFS;2026-08-30T19:00;IFS;2.10;11.10;49.0;23.1;0.00;4.0
loire_sur_rhone;ICONIFS;2026-08-30T20:00;IFS;1.90;10.50;45.0;22.5;0.00;3.0
loire_sur_rhone;ICONIFS;2026-08-30T21:00;IFS;1.70;9.50;43.0;21.9;0.00;3.0
loire_sur_rhone;ICONIFS;2026-08-30T22:00;IFS;1.30;8.40;36.0;21.0;0.00;3.0
loire_sur_rhone;ICONIFS;2026-08-30T23:00;IFS;1.00;6.80;24.0;20.1;0.00;2.0
messery;ICONIFS;2026-08-21T00:00;ICONCH1;13.30;17.50;176.0;21.6;0.20;100.0
messery;ICONIFS;2026-08-21T01:00;ICONCH1;9.60;17.70;216.0;21.5;0.00;100.0
messery;ICONIFS;2026-08-21T02:00;ICONCH1;6.80;8.70;178.0;19.9;0.00;100.0
messery;ICONIFS;2026-08-21T03:00;ICONCH1;4.40;8.60;293.0;19.5;0.00;100.0
messery;ICONIFS;2026-08-21T04:00;ICONCH1;3.60;5.80;311.0;19.9;0.00;100.0
messery;ICONIFS;2026-08-21T05:00;ICONCH1;4.40;5.80;29.0;19.4;0.00;100.0
messery;ICONIFS;2026-08-21T06:00;ICONCH1;7.00;9.50;136.0;18.6;1.50;100.0
messery;ICONIFS;2026-08-21T07:00;ICONCH1;8.50;11.10;215.0;18.6;3.90;100.0
messery;ICONIFS;2026-08-21T08:00;ICONCH1;1.20;1.60;261.0;17.2;4.90;100.0
messery;ICONIFS;2026-08-21T09:00;ICONCH1;1.20;5.10;18.0;17.2;1.60;100.0
messery;ICONIFS;2026-08-21T10:00;ICONCH1;0.80;4.10;45.0;17.7;0.30;100.0
messery;ICONIFS;2026-08-21T11:00;ICONCH1;6.20;8.20;160.0;17.1;1.90;100.0
messery;ICONIFS;2026-08-21T12:00;ICONCH1;3.40;8.20;121.0;17.2;1.40;100.0
messery;ICONIFS;2026-08-21T13:00;ICONCH1;2.30;4.90;175.0;17.7;0.10;100.0
messery;ICONIFS;2026-08-21T14:00;ICONCH1;5.00;6.60;208.0;18.1;0.00;81.0
messery;ICONIFS;2026-08-21T15:00;ICONCH1;6.30;9.50;220.0;19.1;0.00;85.0
messery;ICONIFS;2026-08-21T16:00;ICONCH1;5.50;8.70;238.0;19.9;0.00;62.0
messery;ICONIFS;2026-08-21T17:00;ICONCH1;5.30;8.70;253.0;20.9;0.00;76.0
messery;ICONIFS;2026-08-21T18:00;ICONCH1;9.00;11.70;246.0;19.8;2.60;100.0
messery;ICONIFS;2026-08-21T19:00;ICONCH1;8.40;32.30;173.0;19.1;13.30;97.0
messery;ICONIFS;2026-08-21T20:00;ICONCH1;6.90;13.20;188.0;18.9;0.00;51.0
messery;ICONIFS;2026-08-21T21:00;ICONCH1;8.50;10.90;261.0;19.6;0.00;78.0
messery;ICONIFS;2026-08-21T22:00;ICONCH1;6.80;14.20;195.0;19.3;0.00;72.0
messery;ICONIFS;2026-08-21T23:00;ICONCH1;8.20;10.50;192.0;18.6;0.00;0.0
messery;ICONIFS;2026-08-22T00:00;ICONCH1;5.20;10.30;255.0;18.5;0.00;0.0
messery;ICONIFS;2026-08-22T01:00;ICONCH1;6.60;8.70;236.0;18.5;0.00;0.0
messery;ICONIFS;2026-08-22T02:00;ICONCH1;6.20;8.90;229.0;18.1;0.00;0.0
messery;ICONIFS;2026-08-22T03:00;ICONCH1;6.30;8.40;220.0;17.8;0.00;15.0
messery;ICONIFS;2026-08-22T04:00;ICONCH1;8.00;10.30;209.0;17.8;0.00;5.0
messery;ICONIFS;2026-08-22T05:00;ICONCH1;7.10;10.90;215.0;17.4;0.00;37.0
messery;ICONIFS;2026-08-22T06:00;ICONCH1;5.50;9.10;225.0;17.3;0.00;7.0
messery;ICONIFS;2026-08-22T07:00;ICONCH1;4.70;7.20;240.0;17.2;0.00;6.0
messery;ICONIFS;2026-08-22T08:00;ICONCH1;3.00;6.20;212.0;17.2;0.00;11.0
messery;ICONIFS;2026-08-22T09:00;ICONCH1;5.00;6.60;196.0;17.5;0.00;11.0
messery;ICONIFS;2026-08-22T10:00;ICONCH1;3.80;6.60;204.0;18.5;0.00;18.0
messery;ICONIFS;2026-08-22T11:00;ICONCH1;2.30;5.20;250.0;19.3;0.00;0.0
messery;ICONIFS;2026-08-22T12:00;ICONCH1;1.60;3.10;120.0;20.2;0.00;0.0
messery;ICONIFS;2026-08-22T13:00;ICONCH1;0.50;2.90;135.0;21.0;0.00;84.0
messery;ICONIFS;2026-08-22T14:00;ICONCH1;2.30;3.10;180.0;21.3;0.00;64.0
messery;ICONIFS;2026-08-22T15:00;ICONCH1;3.00;5.60;225.0;21.8;0.00;19.0
messery;ICONIFS;2026-08-22T16:00;ICONCH1;4.90;9.10;45.0;22.0;0.00;87.0
messery;ICONIFS;2026-08-22T17:00;ICONCH1;5.50;7.20;58.0;22.4;0.00;100.0
messery;ICONIFS;2026-08-22T18:00;ICONCH1;4.70;7.20;60.0;22.7;0.00;100.0
messery;ICONIFS;2026-08-22T19:00;ICONCH1;3.90;6.40;70.0;22.9;0.00;99.0
messery;ICONIFS;2026-08-22T20:00;ICONCH1;7.90;11.30;350.0;22.5;0.00;54.0
messery;ICONIFS;2026-08-22T21:00;ICONCH2;9.20;17.50;353.0;21.1;0.00;48.0
messery;ICONIFS;2026-08-22T22:00;ICONCH2;5.90;11.90;17.0;20.6;0.00;4.0
messery;ICONIFS;2026-08-22T23:00;ICONCH2;7.40;9.50;12.0;19.5;0.00;0.0
messery;ICONIFS;2026-08-23T00:00;ICONCH2;9.20;11.90;7.0;19.2;0.00;0.0
messery;ICONIFS;2026-08-23T01:00;ICONCH2;8.30;12.10;11.0;19.2;0.00;8.0
messery;ICONIFS;2026-08-23T02:00;ICONCH2;7.10;10.70;9.0;19.1;0.00;78.0
messery;ICONIFS;2026-08-23T03:00;ICONCH2;7.00;9.10;5.0;18.8;0.00;100.0
messery;ICONIFS;2026-08-23T04:00;ICONCH2;7.30;9.30;9.0;18.6;0.00;100.0
messery;ICONIFS;2026-08-23T05:00;ICONCH2;7.50;9.70;10.0;18.4;0.00;84.0
messery;ICONIFS;2026-08-23T06:00;ICONCH2;6.10;9.50;18.0;18.4;0.00;82.0
messery;ICONIFS;2026-08-23T07:00;ICONCH2;5.80;8.00;15.0;17.8;0.00;2.0
messery;ICONIFS;2026-08-23T08:00;ICONCH2;6.70;8.70;17.0;17.6;0.00;0.0
messery;ICONIFS;2026-08-23T09:00;ICONCH2;11.80;15.40;41.0;18.7;0.00;4.0
messery;ICONIFS;2026-08-23T10:00;ICONCH2;12.50;17.10;48.0;18.9;0.00;0.0
messery;ICONIFS;2026-08-23T11:00;ICONCH2;11.40;16.30;52.0;19.3;0.00;0.0
messery;ICONIFS;2026-08-23T12:00;ICONCH2;10.00;14.80;58.0;19.8;0.00;0.0
messery;ICONIFS;2026-08-23T13:00;ICONCH2;8.70;12.80;61.0;20.6;0.00;2.0
messery;ICONIFS;2026-08-23T14:00;ICONCH2;7.30;11.10;65.0;21.3;0.00;6.0
messery;ICONIFS;2026-08-23T15:00;ICONCH2;6.80;9.30;66.0;22.2;0.00;2.0
messery;ICONIFS;2026-08-23T16:00;ICONCH2;6.40;8.90;70.0;23.1;0.00;0.0
messery;ICONIFS;2026-08-23T17:00;ICONCH2;5.40;8.20;69.0;23.8;0.00;0.0
messery;ICONIFS;2026-08-23T18:00;ICONCH2;4.20;7.00;56.0;24.1;0.00;0.0
messery;ICONIFS;2026-08-23T19:00;ICONCH2;4.00;5.60;29.0;24.1;0.00;0.0
messery;ICONIFS;2026-08-23T20:00;ICONCH2;9.00;11.90;22.0;23.8;0.00;0.0
messery;ICONIFS;2026-08-23T21:00;ICONCH2;7.30;11.50;352.0;22.1;0.00;0.0
messery;ICONIFS;2026-08-23T22:00;ICONCH2;8.90;11.70;360.0;21.5;0.00;0.0
messery;ICONIFS;2026-08-23T23:00;ICONCH2;6.70;11.70;7.0;21.2;0.00;0.0
messery;ICONIFS;2026-08-24T00:00;ICONCH2;2.90;8.60;28.0;21.3;0.00;7.0
messery;ICONIFS;2026-08-24T01:00;ICONCH2;2.40;3.70;61.0;21.5;0.00;20.0
messery;ICONIFS;2026-08-24T02:00;ICONCH2;1.00;3.30;270.0;18.8;0.00;3.0
messery;ICONIFS;2026-08-24T03:00;ICONCH2;1.80;2.50;283.0;18.5;0.00;0.0
messery;ICONIFS;2026-08-24T04:00;ICONCH2;1.90;2.50;294.0;17.9;0.00;14.0
messery;ICONIFS;2026-08-24T05:00;ICONCH2;1.90;2.70;323.0;17.9;0.00;5.0
messery;ICONIFS;2026-08-24T06:00;ICONCH2;2.50;3.50;360.0;18.1;0.00;0.0
messery;ICONIFS;2026-08-24T07:00;ICONCH2;3.50;4.90;6.0;17.8;0.00;0.0
messery;ICONIFS;2026-08-24T08:00;ICONCH2;3.70;5.10;18.0;18.0;0.00;0.0
messery;ICONIFS;2026-08-24T09:00;ICONCH2;5.50;7.20;42.0;18.8;0.00;0.0
messery;ICONIFS;2026-08-24T10:00;ICONCH2;8.50;10.90;53.0;19.4;0.00;0.0
messery;ICONIFS;2026-08-24T11:00;ICONCH2;10.10;13.20;60.0;20.2;0.00;0.0
messery;ICONIFS;2026-08-24T12:00;ICONCH2;9.30;13.20;67.0;20.6;0.00;100.0
messery;ICONIFS;2026-08-24T13:00;ICONCH2;7.60;11.90;67.0;21.4;0.00;0.0
messery;ICONIFS;2026-08-24T14:00;ICONCH2;6.20;9.70;66.0;22.5;0.00;6.0
messery;ICONIFS;2026-08-24T15:00;ICONCH2;6.30;8.00;64.0;23.7;0.00;8.0
messery;ICONIFS;2026-08-24T16:00;ICONCH2;5.80;8.00;57.0;24.6;0.00;1.0
messery;ICONIFS;2026-08-24T17:00;ICONCH2;4.50;7.40;43.0;25.0;0.00;11.0
messery;ICONIFS;2026-08-24T18:00;ICONCH2;4.00;5.80;39.0;25.4;0.00;100.0
messery;ICONIFS;2026-08-24T19:00;ICONCH2;5.80;7.60;40.0;25.5;0.00;100.0
messery;ICONIFS;2026-08-24T20:00;ICONCH2;4.70;7.80;52.0;25.9;0.00;100.0
messery;ICONIFS;2026-08-24T21:00;ICONCH2;4.00;6.20;23.0;25.0;0.00;100.0
messery;ICONIFS;2026-08-24T22:00;ICONCH2;1.40;5.40;16.0;24.1;0.00;100.0
messery;ICONIFS;2026-08-24T23:00;ICONCH2;2.50;3.30;18.0;23.9;0.00;100.0
messery;ICONIFS;2026-08-25T00:00;ICONCH2;5.30;6.80;204.0;22.3;0.00;100.0
messery;ICONIFS;2026-08-25T01:00;ICONCH2;3.70;15.70;231.0;21.4;2.40;100.0
messery;ICONIFS;2026-08-25T02:00;ICONCH2;8.40;14.60;228.0;20.5;3.70;100.0
messery;ICONIFS;2026-08-25T03:00;ICONCH2;1.90;10.70;270.0;20.1;6.10;100.0
messery;ICONIFS;2026-08-25T04:00;ICONCH2;3.00;5.10;349.0;20.2;0.30;100.0
messery;ICONIFS;2026-08-25T05:00;ICONCH2;3.50;4.70;71.0;20.9;0.00;100.0
messery;ICONIFS;2026-08-25T06:00;ICONCH2;3.30;5.20;54.0;20.9;0.00;38.0
messery;ICONIFS;2026-08-25T07:00;ICONCH2;5.10;6.60;67.0;20.8;0.00;73.0
messery;ICONIFS;2026-08-25T08:00;ICONCH2;4.70;7.60;42.0;20.5;0.00;81.0
messery;ICONIFS;2026-08-25T09:00;ICONCH2;1.70;6.20;54.0;20.7;0.00;80.0
messery;ICONIFS;2026-08-25T10:00;ICONCH2;4.70;6.00;90.0;21.0;0.00;87.0
messery;ICONIFS;2026-08-25T11:00;ICONCH2;3.60;6.20;77.0;21.3;0.00;44.0
