run_id;fetched_at;spot_key;model_key;status;http_status;error_message;hours_written;nulls_replaced_by_zero;grid_latitude;grid_longitude;grid_elevation_m
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_cyr_sur_le_rhone;ICONCH1;ok;;;45;0;45.511913;4.860718;186.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_cyr_sur_le_rhone;ICONCH2;ok;;;120;0;45.50062;4.83313;224.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_cyr_sur_le_rhone;ICON13KM;ok;;;183;0;45.5;4.875;284.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_cyr_sur_le_rhone;IFS;ok;;;240;0;45.448154;4.7962384;291.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_cyr_sur_le_rhone;GFS;ok;;;384;0;45.512527;4.8046875;313.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_romain_des_iles;AROMEHD;ok;;;60;0;46.18;4.779999;169.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_romain_des_iles;ARPEGE;ok;;;96;0;46.2;4.799999;190.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_romain_des_iles;ICONCH1;ok;;;45;0;46.179794;4.782837;176.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_romain_des_iles;ICONCH2;ok;;;120;0;46.180458;4.7973022;173.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_romain_des_iles;ICON13KM;ok;;;183;0;46.25;4.75;434.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_romain_des_iles;IFS;ok;;;240;0;46.22144;4.736842;277.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_romain_des_iles;GFS;ok;;;384;0;46.215424;4.8046875;260.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;treffort;AROMEHD;ok;;;60;0;44.91;5.6800003;0.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;treffort;ARPEGE;ok;;;96;0;44.9;5.700001;862.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;treffort;ICONCH1;ok;;;45;0;44.905636;5.680298;502.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;treffort;ICONCH2;ok;;;120;0;44.91562;5.6794434;563.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;treffort;ICON13KM;ok;;;183;0;44.875;5.625;932.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;treffort;IFS;ok;;;240;0;44.88576;5.7120743;915.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;treffort;GFS;ok;;;384;0;44.926773;5.625;1074.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;vengeron;AROMEHD;ok;;;60;0;46.25;6.17;0.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;vengeron;ARPEGE;ok;;;96;0;46.300003;6.200001;382.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;vengeron;ICONCH1;ok;;;45;0;46.24517;6.166931;0.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;vengeron;ICONCH2;ok;;;120;0;46.255646;6.180664;0.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;vengeron;ICON13KM;ok;;;183;0;46.5;6.5;0.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;vengeron;IFS;ok;;;240;0;46.432335;6.3461537;0.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;vengeron;GFS;ok;;;384;0;46.332565;6.2109375;0.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;wwmeyzieu;AROMEHD;ok;;;60;0;45.78;4.9799995;0.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;wwmeyzieu;ARPEGE;ok;;;96;0;45.800003;5.0;215.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;wwmeyzieu;ICONCH1;ok;;;45;0;45.787823;4.9783936;0.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;wwmeyzieu;ICONCH2;ok;;;120;0;45.787823;4.9783936;193.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;wwmeyzieu;ICON13KM;ok;;;183;0;45.75;5.0;211.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;wwmeyzieu;IFS;ok;;;240;0;45.79965;4.9763036;233.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;wwmeyzieu;GFS;ok;;;384;0;45.746826;4.921875;214.0
